lon,lat,avg_wind_speed,city,day,hour
-117.21,32.86,4.605,"Group 5 San Diego",5,12
-117.21,32.86,3.35,"Group 5 San Diego",5,13
-117.21,32.86,4.766666666666667,"Group 5 San Diego",5,14
-117.21,32.86,5.6000000000000005,"Group 5 San Diego",5,15
-117.21,32.86,5.7,"Group 5 San Diego",5,16
-117.21,32.86,3.1,"Group 5 San Diego",5,17
-117.21,32.86,4.1,"Group 5 San Diego",5,19
-117.21,32.86,3.1,"Group 5 San Diego",5,21
-117.21,32.86,2.1,"Group 5 San Diego",5,22
-117.21,32.86,2.1,"Group 5 San Diego",6,0
-117.21,32.86,1.5,"Group 5 San Diego",6,2
-117.21,32.86,1.5,"Group 5 San Diego",6,3
-117.21,32.86,3.02,"Group 5 San Diego",6,5
-117.21,32.86,1.5,"Group 5 San Diego",6,7
-117.21,32.86,2.1,"Group 5 San Diego",6,8
-117.21,32.86,2.6,"Group 5 San Diego",6,10
-117.21,32.86,4.1,"Group 5 San Diego",6,12
-117.21,32.86,5.7,"Group 5 San Diego",6,13
-117.21,32.86,2.1,"Group 5 San Diego",6,15
-117.21,32.86,3.6,"Group 5 San Diego",6,17
-117.21,32.86,5.1,"Group 5 San Diego",6,18
-117.21,32.86,2.6,"Group 5 San Diego",6,20
-117.21,32.86,2.6,"Group 5 San Diego",6,22
-117.21,32.86,1.5,"Group 5 San Diego",6,23
-117.21,32.86,2.1,"Group 5 San Diego",7,1
-117.21,32.86,1.5,"Group 5 San Diego",7,3
-117.21,32.86,1.5,"Group 5 San Diego",7,4
-117.21,32.86,2.1,"Group 5 San Diego",7,6
-117.21,32.86,1.5,"Group 5 San Diego",7,8
-117.21,32.86,2.6,"Group 5 San Diego",7,9
-117.21,32.86,1.5,"Group 5 San Diego",7,11
-117.21,32.86,3.1,"Group 5 San Diego",7,13
-117.21,32.86,3.6,"Group 5 San Diego",7,14
-117.21,32.86,5.7,"Group 5 San Diego",7,15
-117.21,32.86,4.6,"Group 5 San Diego",7,16
-117.21,32.86,5.1,"Group 5 San Diego",7,17
-117.22,32.87,3.6,"Group 6 San Diego",4,19
-117.22,32.87,2.3000000000000003,"Group 6 San Diego",4,20
-117.22,32.87,2.266666666666667,"Group 6 San Diego",4,21
-117.22,32.87,2.516666666666667,"Group 6 San Diego",4,22
-117.22,32.87,2.1000000000000005,"Group 6 San Diego",4,23
-117.22,32.87,2.1000000000000005,"Group 6 San Diego",5,0
-117.22,32.87,2.1000000000000005,"Group 6 San Diego",5,1
-117.22,32.87,2.1000000000000005,"Group 6 San Diego",5,2
-117.22,32.87,2.1000000000000005,"Group 6 San Diego",5,3
-117.22,32.87,2.933333333333334,"Group 6 San Diego",5,4
-117.22,32.87,1.7000000000000002,"Group 6 San Diego",5,5
-117.22,32.87,2.3000000000000003,"Group 6 San Diego",5,6
-117.22,32.87,1.8,"Group 6 San Diego",5,7
-117.22,32.87,2.3500000000000005,"Group 6 San Diego",5,8
-117.22,32.87,2.3000000000000003,"Group 6 San Diego",5,9
-117.22,32.87,2.6000000000000005,"Group 6 San Diego",5,10
-117.22,32.87,4.313333333333333,"Group 6 San Diego",5,11
-117.22,32.87,4.61,"Group 6 San Diego",5,12
-117.22,32.87,3.350000000000001,"Group 6 San Diego",5,13
-117.22,32.87,4.7666666666666675,"Group 6 San Diego",5,14
-117.22,32.87,5.600000000000001,"Group 6 San Diego",5,15
-117.22,32.87,5.7,"Group 6 San Diego",5,16
-117.22,32.87,3.1,"Group 6 San Diego",5,17
-117.22,32.87,4.1,"Group 6 San Diego",5,19
-117.22,32.87,3.1,"Group 6 San Diego",5,21
-117.22,32.87,2.1,"Group 6 San Diego",5,22
-117.22,32.87,2.1,"Group 6 San Diego",6,0
-117.22,32.87,1.5,"Group 6 San Diego",6,2
-117.22,32.87,1.5,"Group 6 San Diego",6,3
-117.22,32.87,3.06,"Group 6 San Diego",6,5
-117.22,32.87,1.5,"Group 6 San Diego",6,7
-117.22,32.87,2.1,"Group 6 San Diego",6,8
-117.22,32.87,2.6,"Group 6 San Diego",6,10
-117.22,32.87,4.1,"Group 6 San Diego",6,12
-117.22,32.87,5.7,"Group 6 San Diego",6,13
-117.22,32.87,2.1,"Group 6 San Diego",6,15
-117.22,32.87,3.6,"Group 6 San Diego",6,17
-117.22,32.87,5.1,"Group 6 San Diego",6,18
-117.22,32.87,2.6,"Group 6 San Diego",6,20
-117.22,32.87,2.6,"Group 6 San Diego",6,22
-117.22,32.87,1.5,"Group 6 San Diego",6,23
-117.22,32.87,2.1,"Group 6 San Diego",7,1
-117.22,32.87,1.5,"Group 6 San Diego",7,3
-117.22,32.87,1.5,"Group 6 San Diego",7,4
-117.22,32.87,2.1,"Group 6 San Diego",7,6
-117.22,32.87,1.5,"Group 6 San Diego",7,8
-117.22,32.87,2.6,"Group 6 San Diego",7,9
-117.22,32.87,1.5,"Group 6 San Diego",7,11
-117.22,32.87,3.1,"Group 6 San Diego",7,13
-117.22,32.87,3.6000000000000005,"Group 6 San Diego",7,14
-117.22,32.87,5.7,"Group 6 San Diego",7,15
-117.22,32.87,4.6,"Group 6 San Diego",7,16
-117.22,32.87,5.1,"Group 6 San Diego",7,17
-117.216,32.8746,5.1,"Group 6 San Diego",7,18
-117.216,32.8746,6.2,"Group 6 San Diego",7,19
-117.216,32.8746,4.6,"Group 6 San Diego",7,20
-117.216,32.8747,5.1,"Group 6 San Diego",7,18
-117.216,32.8747,6.2,"Group 6 San Diego",7,19
-117.216,32.8747,4.6,"Group 6 San Diego",7,20
-117.21,32.87,3.6,"Group 9 San Diego",4,19
-117.21,32.87,2.5,"Group 9 San Diego",4,20
-117.21,32.87,2.2666666666666666,"Group 9 San Diego",4,21
-117.21,32.87,2.5166666666666666,"Group 9 San Diego",4,22
-117.21,32.87,2.1,"Group 9 San Diego",4,23
-117.21,32.87,2.1,"Group 9 San Diego",5,0
-117.21,32.87,2.1,"Group 9 San Diego",5,1
-117.21,32.87,2.1,"Group 9 San Diego",5,2
-117.21,32.87,2.1,"Group 9 San Diego",5,3
-117.21,32.87,2.9333333333333336,"Group 9 San Diego",5,4
-117.21,32.87,1.7,"Group 9 San Diego",5,5
-117.21,32.87,2.3,"Group 9 San Diego",5,6
-117.21,32.87,1.8,"Group 9 San Diego",5,7
-117.21,32.87,2.35,"Group 9 San Diego",5,8
-117.21,32.87,2.3,"Group 9 San Diego",5,9
-117.21,32.87,2.6,"Group 9 San Diego",5,10
-117.21,32.87,4.266666666666667,"Group 9 San Diego",5,11
-117.21,32.87,4.6000000000000005,"Group 9 San Diego",5,12
-117.21,32.87,3.35,"Group 9 San Diego",5,13
-117.21,32.87,4.766666666666667,"Group 9 San Diego",5,14
-117.21,32.87,5.6000000000000005,"Group 9 San Diego",5,15
-117.21,32.87,5.7,"Group 9 San Diego",5,16
-117.21,32.87,3.1,"Group 9 San Diego",5,17
-117.21,32.87,4.1,"Group 9 San Diego",5,19
-117.21,32.87,3.1,"Group 9 San Diego",5,21
-117.21,32.87,2.1,"Group 9 San Diego",5,22
-117.21,32.87,2.1,"Group 9 San Diego",6,0
-117.21,32.87,1.5,"Group 9 San Diego",6,2
-117.21,32.87,1.5,"Group 9 San Diego",6,3
-117.21,32.87,3.01,"Group 9 San Diego",6,5
-117.21,32.87,1.5,"Group 9 San Diego",6,7
-117.21,32.87,2.1,"Group 9 San Diego",6,8
-117.21,32.87,2.6,"Group 9 San Diego",6,10
-117.21,32.87,4.1,"Group 9 San Diego",6,12
-117.21,32.87,5.7,"Group 9 San Diego",6,13
-117.21,32.87,2.1,"Group 9 San Diego",6,15
-117.21,32.87,3.6,"Group 9 San Diego",6,17
-117.21,32.87,5.1,"Group 9 San Diego",6,18
-117.21,32.87,2.6,"Group 9 San Diego",6,20
-117.21,32.87,2.6,"Group 9 San Diego",6,22
-117.21,32.87,1.5,"Group 9 San Diego",6,23
-117.21,32.87,2.1,"Group 9 San Diego",7,1
-117.21,32.87,1.5,"Group 9 San Diego",7,3
-117.21,32.87,1.5,"Group 9 San Diego",7,4
-117.21,32.87,2.1,"Group 9 San Diego",7,6
-117.21,32.87,1.5,"Group 9 San Diego",7,8
-117.21,32.87,2.6,"Group 9 San Diego",7,9
-117.21,32.87,1.5,"Group 9 San Diego",7,11
-117.21,32.87,3.1,"Group 9 San Diego",7,13
-117.21,32.87,3.6,"Group 9 San Diego",7,14
-117.21,32.87,5.7,"Group 9 San Diego",7,15
-117.21,32.87,4.6,"Group 9 San Diego",7,16
-117.21,32.87,5.1,"Group 9 San Diego",7,17
-117.205,32.8725,5.1,"Group 9 San Diego",7,18
-117.205,32.8725,6.2,"Group 9 San Diego",7,19
-117.205,32.8725,4.6,"Group 9 San Diego",7,20
-117.16,32.72,2.1000000000000005,"San Diego",3,22
-117.16,32.72,2.282926829268292,"San Diego",3,23
-117.16,32.72,2.2499999999999973,"San Diego",4,0
-117.16,32.72,1.7100000000000004,"San Diego",4,1
-117.16,32.72,1.0533333333333343,"San Diego",4,2
-117.16,32.72,2.518666666666664,"San Diego",4,3
-117.16,32.72,2.73333333333333,"San Diego",4,4
-117.16,32.72,2.4666666666666637,"San Diego",4,5
-117.16,32.72,2.8166666666666638,"San Diego",4,6
-117.16,32.72,3.45833333333333,"San Diego",4,7
-117.16,32.72,2.6749999999999963,"San Diego",4,8
-117.16,32.72,3.0249999999999972,"San Diego",4,9
-117.16,32.72,3.4499999999999966,"San Diego",4,10
-117.16,32.72,4.199999999999997,"San Diego",4,11
-117.16,32.72,3.9166666666666625,"San Diego",4,12
-117.16,32.72,3.9833333333333294,"San Diego",4,13
-117.16,32.72,5.193333333333328,"San Diego",4,14
-117.16,32.72,4.74,"San Diego",4,15
-117.16,32.72,4.099999999999996,"San Diego",4,16
-117.16,32.72,4.099999999999996,"San Diego",4,17
-117.16,32.72,4.099999999999998,"San Diego",4,18
-117.16,32.72,3.1,"San Diego",4,19
-121.89,37.34,3.6,"San Jose",3,22
-121.89,37.34,4.051219512195119,"San Jose",3,23
-121.89,37.34,3.0499999999999963,"San Jose",4,0
-121.89,37.34,2.2749999999999972,"San Jose",4,1
-121.89,37.34,2.466666666666664,"San Jose",4,2
-121.89,37.34,1.8850000000000005,"San Jose",4,3
-121.89,37.34,1.5,"San Jose",4,4
-121.89,37.34,1.9399999999999982,"San Jose",4,5
-121.89,37.34,1.6700000000000004,"San Jose",4,6
-121.89,37.34,0.9558333333333343,"San Jose",4,7
-121.89,37.34,0.6666666666666667,"San Jose",4,8
-121.89,37.34,0.8993333333333319,"San Jose",4,9
-121.89,37.34,0.8390000000000011,"San Jose",4,10
-121.89,37.34,2.135499999999998,"San Jose",4,11
-121.89,37.34,1.083500000000001,"San Jose",4,12
-121.89,37.34,2.923333333333331,"San Jose",4,13
-121.89,37.34,4.28333333333333,"San Jose",4,14
-121.89,37.34,4.8999999999999995,"San Jose",4,15
-121.89,37.34,5.85166666666666,"San Jose",4,16
-121.89,37.34,5.46666666666667,"San Jose",4,17
-121.89,37.34,5.099999999999998,"San Jose",4,18
-121.89,37.34,4.6,"San Jose",4,19
